decay_rate,alpha,gamma,val_loss,val_accuracy,sparsity
1e-06,0.00016532886712013176,0.0002401632387056459,0.034723219717270694,0.99,0.9516414398945077
1.1242100350620863e-06,0.0001865335964998246,0.0005737094768881629,0.0327561529475109,0.98975,0.9533253328653217
1.263848202934297e-06,0.00021787984179451276,0.0008193767273024468,0.034695054765810106,0.9888333333333333,0.9380849156393338
1.420830832533921e-06,0.00033845935078602804,0.009765055802907714,0.03802918679033852,0.9893333333333333,0.7950559953704801
1.5973122800602556e-06,0.0002478164949389507,0.0027624820884478065,0.03545319669616098,0.9885,0.9461462567770763
1.7957144943716409e-06,0.0003625604461903122,0.00102206996344694,0.03828162277907055,0.9885,0.7933578723182226
2.018760254679039e-06,0.00042646557066947625,0.00019337426721330233,0.038775671290388954,0.98925,0.7880524236200379
2.2695105366946684e-06,0.00032540883315343487,0.00024137150576302306,0.03462076025638574,0.9894166666666667,0.9223843924466728
2.5514065200312875e-06,0.000318010378117654,0.0002568281913861297,0.03318947669157448,0.9904166666666666,0.9481289814582039
2.868316813342009e-06,0.0005988353992114624,0.0007581967270089418,0.049442890859070755,0.9881666666666666,0.7584562258977996
3.224590545296398e-06,0.0005901022152281208,0.002110462396035523,0.03493480443739827,0.9913333333333333,0.7803681796405482
3.6251170499885355e-06,0.0005757539580626527,0.0007364562521353087,0.04486199553006251,0.9885833333333334,0.761190773215192
4.075392965871778e-06,0.0006573039778120567,0.0023861851183305987,0.03237210669601336,0.9911666666666666,0.8051451231139213
4.581597669054491e-06,0.0007102673859976118,0.00010664200832017808,0.035709588414775985,0.9905833333333334,0.7963746495842444
5.150678076168122e-06,0.0006933779227850977,0.00822565086421276,0.03927083200278381,0.9890833333333333,0.7989858695291266
5.790443980602483e-06,0.000552968588858214,0.0002505465176086572,0.04382547998856171,0.9869166666666667,0.9193676151806509
6.509675230458164e-06,0.0006445168434361854,0.0003845445294316935,0.04126926431711763,0.98825,0.918274270589742
7.318242219076182e-06,0.0007205100987087965,0.00014902824249030057,0.038105736544161724,0.9898333333333333,0.8639746514815887
8.227241341700474e-06,0.0009705819171606429,0.003420920979618993,0.03368581674227941,0.9904166666666666,0.8409788398688935
9.249147277217335e-06,0.000989176707484386,0.0012809005406225428,0.03822019758060439,0.9896666666666667,0.8420010340525849
1.03979841848149e-05,0.000880489173793184,0.00013569355347305782,0.04039756902474134,0.9893333333333333,0.8958144587114187
1.1689518164985777e-05,0.0011463154519768886,0.0017697404501189438,0.03574713392738825,0.9905,0.8510584808913724
1.314147362611758e-05,0.0009018380126471576,0.0003013916592478998,0.042371069035182396,0.988,0.9288258759800969
1.4773776525985097e-05,0.0010710539982713252,0.0017791740729551358,0.06520092926182164,0.9818333333333333,0.8784205558269812
1.6608827826277167e-05,0.0014462403183196336,0.0007237119973218855,0.0405755790144176,0.9900833333333333,0.8124783584178047
1.8671810912919206e-05,0.0021222561787231885,0.0009009088055582797,0.04466578352711804,0.9896666666666667,0.8232125831866844
2.0991037201085544e-05,0.001871178343747615,0.0010124649144893866,0.04954915219077558,0.9865,0.7842624785955858
2.3598334667821938e-05,0.0015584412620352208,0.00013343871645741625,0.03782509257220469,0.9898333333333333,0.8928901769747796
2.6529484644318946e-05,0.0016627632024146307,0.00038092609260564675,0.037171175539542065,0.9906666666666667,0.8815891206284003
2.982471286216894e-05,0.0018583559478189495,0.000850196648895182,0.04414023431386643,0.9898333333333333,0.8732740097049155
3.35292414924956e-05,0.0018433658644569303,0.007340042749279335,0.038087584650738186,0.9905,0.9166544129854236
