decay_rate,alpha,gamma,val_loss,val_accuracy,sparsity
3.7693909753883636e-05,0.0019531717735200567,0.003052508511280856,0.04645829773819423,0.9866666666666667,0.8427243965259628
4.237587160604064e-05,0.0022570116193114057,0.00035852806732262853,0.04716929573583184,0.98775,0.8933194510983251
4.7639380104013405e-05,0.0027522622235265355,0.00017707836718380284,0.055608670610052285,0.9871666666666666,0.8456581649835643
5.355666917706897e-05,0.0029726466812675188,0.00010235755098010458,0.04808216809102062,0.9883333333333333,0.916265457425968
6.020894493336126e-05,0.002636463070453916,0.0012859266041633447,0.04481495086454379,0.98675,0.9435824704370058
6.768750009458542e-05,0.002605386932277469,0.00010442562752959608,0.04261923764664486,0.9868333333333333,0.9414835334240896
7.609496685459883e-05,0.0034265082052288526,0.0011687707825860745,0.052730487530352546,0.9869166666666667,0.9098263455727845
8.554672535565684e-05,0.003960701115173899,0.0015971936491833783,0.054248586485472816,0.9859166666666667,0.9533869965515769
9.617248711152965e-05,0.004127330670201518,0.0014810593672811882,0.0508418215551889,0.9861666666666666,0.9540534386991808
0.00010811807510766077,0.004751673290815371,0.00011025919484043139,0.04621789025063239,0.9865,0.9204467296901162
0.00012154742500762872,0.005290657841962626,0.00030399802703162546,2.3010789159139,0.11541666666666667,0.9999905132790377
0.00013664483492953258,0.003666506146306029,0.00044846008399300317,0.047852366283691175,0.98625,0.9577295430720848
0.0001536174946671828,0.004976910269728934,0.0003229393409507509,0.043722404159350844,0.98925,0.9344301563885951
0.0001726983290659436,0.004485991030789115,0.004864657031167429,0.04323048962164709,0.9866666666666667,0.9551871018541797
0.00019414919457438816,0.006403346715953509,0.0005779825104940347,0.05489601043309085,0.9845833333333334,0.9614080191252294
0.00021826447283974872,0.005459510551909031,0.0020517633752957353,0.05761790877440944,0.9829166666666667,0.9673941400524616
0.0002453751106639819,0.006573691166353976,0.008726740911305392,0.06185983792568246,0.9795,0.9839223796490862
0.00027585316176291844,0.009141944968513846,0.001439840434285405,0.07863669932509462,0.97525,0.9886515100488091
0.00031011689265747787,0.007187633444855771,0.0007548008182185131,0.22424998543659846,0.9244166666666667,0.9975287091893122
0.0003486365227678088,0.005966884411197434,0.00016023060251279611,0.08945735495413343,0.9745833333333334,0.9935253129432078
0.0003919406774847221,0.007627551667546449,0.0015865057348022377,2.301954402287801,0.11541666666666667,0.9999976283197595
0.0004406236427773573,0.008152356826159807,0.007215807832882696,0.0772338569474717,0.97625,0.9897946599247703
0.0004953535208959175,0.009228858584280264,0.00010328415389750704,0.9383309515317281,0.7873333333333333,0.9996086727603037
0.0005568813990945272,0.012627739454510522,0.0016766472482361676,0.08545240058004856,0.97275,0.9918698801352807
0.0006260516572014821,0.010218289573477608,0.00012087023983404233,0.14652512752761443,0.9551666666666667,0.9974101251772831
0.0007038135554931562,0.012538723738605125,0.002433644993363806,2.3012319711049396,0.11541666666666667,0.9999928849592783
0.0007912342618981327,0.011067651777857141,0.00014794461088565608,0.10069896667202313,0.9685833333333334,0.9959491701490838
0.0008895134973108237,0.014207885133080361,0.0012334037782187853,0.11083081495761872,0.96575,0.9944099496729453
0.001,0.016986751612699736,0.0013992321227063477,0.10497693873569369,0.9675,0.9933711537275698
